msa_population_rank_2020_census,msa_id,cbsa_code,msa_name,msa_2020_census_population,year,pit_total,pit_sheltered,pit_unsheltered,coc_count,covered_coc_count,missing_coc_count,missing_cocs,coc_population_coverage_ratio,msa_population_coverage_ratio,allocation_share_sum,expected_allocation_share_sum,unmapped_source_coc_count,unmapped_source_cocs,unmapped_source_additive_measure_totals,allocation_basis,denominator_source,boundary_vintage,county_vintage,block_vintage,decennial_vintage,msa_definition_version,source
35,41980,41980,"San Juan-Bayamón-Caguas, PR",2081265,2020,1640.7127924668948,413.24319053968327,1227.4696019272114,2,2,0,,1.0,0.9996226705451241,1.3119060234901367,1.3119060234901367,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
36,34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2014444,2020,2758.840203826608,1910.9186618470228,847.9215419795856,4,4,0,,1.0,0.9999999999944769,2.937525180356695,2.937525180356695,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
37,41940,41940,"San Jose-Sunnyvale-Santa Clara, CA",2000468,2020,9947.373826069339,1770.4127067604934,8176.961119308845,3,3,0,,1.0,0.9999992891794365,1.1276098538291353,1.1276098538291353,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
38,47260,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",1780059,2020,1629.2623628336464,1360.5181118808987,268.7442509527476,6,6,0,,1.0,0.9984207799999452,4.00054457773372,4.00054457773372,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
39,39300,39300,"Providence-Warwick, RI-MA",1676579,2020,4082.1308960853175,3599.6388164673563,482.4920796179616,6,6,0,,1.0,0.9997075151126712,4.893625018224216,4.893625018224216,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
40,27260,27260,"Jacksonville, FL",1605848,2020,1732.999999999996,1076.9999999999973,655.9999999999986,2,2,0,,1.0,0.9819670938336993,1.999999999999997,1.999999999999997,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
41,33340,33340,"Milwaukee-Waukesha, WI",1574731,2020,1380.1583348985712,1274.2256200358795,105.9327148626917,2,2,0,,1.0,0.9999474859186758,1.1514617188639085,1.1514617188639085,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
42,36420,36420,"Oklahoma City, OK",1425695,2020,1968.9511879079685,1226.6920088273698,742.2591790805986,6,6,0,,1.0,0.9707792306802223,2.8042841755156225,2.8042841755156225,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
43,39580,39580,"Raleigh-Cary, NC",1413982,2020,1145.5059334547577,859.5624714263589,285.9434620283989,3,3,0,,1.0,1.0,1.051348791408893,1.051348791408893,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
44,31140,31140,"Louisville/Jefferson County, KY-IN",1362180,2020,1493.580225984883,1247.1233053111387,246.45692067374446,3,3,0,,1.0,0.9999999052823042,1.1380045164851662,1.1380045164851662,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
45,32820,32820,"Memphis, TN-MS-AR",1345425,2020,1245.7388211175576,969.426262607392,276.3125585101656,4,4,0,,1.0,0.9999999999948963,1.3307168674212715,1.3307168674212715,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
46,40060,40060,"Richmond, VA",1314434,2020,639.7469181759208,491.8418994856718,147.90501869024902,3,3,0,,1.0,0.9999848337030559,1.1158929835980043,1.1158929835980043,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
