coc_id,coc_name,year,median_contract_rent,first_quartile_contract_rent,pit_total,pit_sheltered,pit_unsheltered,acs5_vintage_used,tract_vintage_used
MI-514,Battle Creek/Calhoun County CoC,2014,550.75,447.74,284,230,54,2014,2010
MI-514,Battle Creek/Calhoun County CoC,2015,556.99,455.03,285,226,59,2015,2010
MI-514,Battle Creek/Calhoun County CoC,2016,572.87,469.09,246,209,37,2016,2010
MI-514,Battle Creek/Calhoun County CoC,2017,585.13,476.06,204,175,29,2017,2010
MI-514,Battle Creek/Calhoun County CoC,2018,606.13,488.06,236,195,41,2018,2010
MI-514,Battle Creek/Calhoun County CoC,2019,630.71,506.59,241,203,38,2019,2010
MI-514,Battle Creek/Calhoun County CoC,2020,640.5,517.26,229,182,47,2020,2020
MI-514,Battle Creek/Calhoun County CoC,2021,684.65,527.71,149,143,6,2021,2020
MI-514,Battle Creek/Calhoun County CoC,2022,736.19,568.89,218,188,30,2022,2020
MI-514,Battle Creek/Calhoun County CoC,2023,756.58,581.44,241,202,39,2023,2020
MI-514,Battle Creek/Calhoun County CoC,2024,792.09,606.38,252,223,29,2024,2020
MI-515,Monroe City & County CoC,2010,602.42,464.9,140,136,4,2010,2010
MI-515,Monroe City & County CoC,2011,604.62,469.45,121,117,4,2011,2010
MI-515,Monroe City & County CoC,2012,617.63,473.86,113,109,4,2012,2010
MI-515,Monroe City & County CoC,2013,625.84,478.45,139,136,3,2013,2010
MI-515,Monroe City & County CoC,2014,643.89,494.9,185,182,3,2014,2010
MI-515,Monroe City & County CoC,2015,652.65,502.33,185,181,4,2015,2010
MI-515,Monroe City & County CoC,2016,654.6,490.5,176,173,3,2016,2010
MI-515,Monroe City & County CoC,2017,663.68,501.35,193,190,3,2017,2010
MI-515,Monroe City & County CoC,2018,689.46,513.07,209,199,10,2018,2010
MI-515,Monroe City & County CoC,2019,708.48,510.87,167,167,0,2019,2010
MI-515,Monroe City & County CoC,2020,728.48,524.63,184,182,2,2020,2020
MI-515,Monroe City & County CoC,2021,762.63,550.35,103,103,0,2021,2020
MI-515,Monroe City & County CoC,2022,841.02,603.74,111,110,1,2022,2020
MI-515,Monroe City & County CoC,2023,879.24,609.14,127,127,0,2023,2020
MI-515,Monroe City & County CoC,2024,905.42,643.44,121,121,0,2024,2020
MI-516,"Norton Shores, Muskegon City & County CoC",2010,495.69,379.81,646,325,321,2010,2010
MI-516,"Norton Shores, Muskegon City & County CoC",2011,510.78,399.81,691,459,232,2011,2010
MI-516,"Norton Shores, Muskegon City & County CoC",2012,515.89,397.73,457,225,232,2012,2010
MI-516,"Norton Shores, Muskegon City & County CoC",2013,519.9,407.92,644,236,408,2013,2010
MI-516,"Norton Shores, Muskegon City & County CoC",2014,529.81,411.23,584,176,408,2014,2010
MI-516,"Norton Shores, Muskegon City & County CoC",2015,537.26,412.34,179,166,13,2015,2010
MI-516,"Norton Shores, Muskegon City & County CoC",2016,550.78,422.76,191,184,7,2016,2010
MI-516,"Norton Shores, Muskegon City & County CoC",2017,562.2,437.16,135,125,10,2017,2010
MI-516,"Norton Shores, Muskegon City & County CoC",2018,589.32,452.86,159,125,34,2018,2010
MI-516,"Norton Shores, Muskegon City & County CoC",2019,605.46,470.84,136,120,16,2019,2010
MI-516,"Norton Shores, Muskegon City & County CoC",2020,640.75,497.68,129,122,7,2020,2020
MI-516,"Norton Shores, Muskegon City & County CoC",2021,673.97,533.38,105,76,29,2021,2020
MI-516,"Norton Shores, Muskegon City & County CoC",2022,740.79,590.9,135,122,13,2022,2020
MI-516,"Norton Shores, Muskegon City & County CoC",2023,801.21,605.49,161,151,10,2023,2020
MI-516,"Norton Shores, Muskegon City & County CoC",2024,834.32,623.65,203,170,33,2024,2020
MI-517,Jackson City & County CoC,2010,553.03,408.63,323,304,19,2010,2010
MI-517,Jackson City & County CoC,2011,580.39,438.56,246,190,56,2011,2010
MI-517,Jackson City & County CoC,2012,583.96,451.87,256,200,56,2012,2010
MI-517,Jackson City & County CoC,2013,585.06,463.31,187,154,33,2013,2010
MI-517,Jackson City & County CoC,2014,591.01,465.47,240,207,33,2014,2010
MI-517,Jackson City & County CoC,2015,594.38,470.58,159,152,7,2015,2010
MI-517,Jackson City & County CoC,2016,593.96,462.74,169,162,7,2016,2010
MI-517,Jackson City & County CoC,2017,604.93,463.1,140,126,14,2017,2010
MI-517,Jackson City & County CoC,2018,613.5,480.89,81,72,9,2018,2010
MI-517,Jackson City & County CoC,2019,644.7,509.22,113,100,13,2019,2010
MI-517,Jackson City & County CoC,2020,671.91,519.32,100,75,25,2020,2020
MI-517,Jackson City & County CoC,2021,723.22,560.22,119,119,0,2021,2020
MI-517,Jackson City & County CoC,2022,767.48,603.37,90,86,4,2022,2020
MI-517,Jackson City & County CoC,2023,809.31,629.45,137,100,37,2023,2020
MI-517,Jackson City & County CoC,2024,829.75,630.29,99,87,12,2024,2020
MI-518,Livingston County CoC,2010,741.9,605.41,121,108,13,2010,2010
MI-518,Livingston County CoC,2011,773.68,614.13,135,64,71,2011,2010
MI-518,Livingston County CoC,2012,775.65,615.07,150,79,71,2012,2010
MI-518,Livingston County CoC,2013,781.94,614.6,127,97,30,2013,2010
MI-518,Livingston County CoC,2014,781.03,623.32,135,105,30,2014,2010
MI-518,Livingston County CoC,2015,802.25,621.84,103,101,2,2015,2010
MI-518,Livingston County CoC,2016,810.07,625.44,77,75,2,2016,2010
MI-518,Livingston County CoC,2017,859.08,643.52,103,91,12,2017,2010
MI-518,Livingston County CoC,2018,878.39,676.41,90,78,12,2018,2010
MI-518,Livingston County CoC,2019,929.02,700.56,89,89,0,2019,2010
MI-518,Livingston County CoC,2020,949.13,730.85,47,47,0,2020,2020
MI-518,Livingston County CoC,2021,1016.8,780.52,77,73,4,2021,2020
MI-518,Livingston County CoC,2022,1083.71,842.89,97,96,1,2022,2020
MI-518,Livingston County CoC,2023,1103.79,858.53,88,88,0,2023,2020
MI-518,Livingston County CoC,2024,1159.58,895.67,69,66,3,2024,2020
MI-519,Holland/Ottawa County CoC,2010,628.31,524.25,306,304,2,2010,2010
MI-519,Holland/Ottawa County CoC,2011,648.53,538.94,343,340,3,2011,2010
MI-519,Holland/Ottawa County CoC,2012,654.21,540.49,322,319,3,2012,2010
MI-519,Holland/Ottawa County CoC,2013,668.8,550.63,318,297,21,2013,2010
MI-519,Holland/Ottawa County CoC,2014,679.41,562.58,387,379,8,2014,2010
MI-519,Holland/Ottawa County CoC,2015,686.76,568.35,285,279,6,2015,2010
MI-519,Holland/Ottawa County CoC,2016,710.78,580.0,261,257,4,2016,2010
MI-519,Holland/Ottawa County CoC,2017,737.4,606.78,258,250,8,2017,2010
MI-519,Holland/Ottawa County CoC,2018,751.04,616.27,226,210,16,2018,2010
MI-519,Holland/Ottawa County CoC,2019,785.95,644.82,225,208,17,2019,2010
MI-519,Holland/Ottawa County CoC,2020,830.98,651.81,270,262,8,2020,2020
MI-519,Holland/Ottawa County CoC,2021,919.44,698.2,139,139,0,2021,2020
MI-519,Holland/Ottawa County CoC,2022,983.49,757.11,200,164,36,2022,2020
MI-519,Holland/Ottawa County CoC,2023,1029.75,804.23,212,164,48,2023,2020
MI-519,Holland/Ottawa County CoC,2024,1105.74,838.52,320,225,95,2024,2020
MI-523,Eaton County CoC,2010,622.38,497.17,147,131,16,2010,2010
MI-523,Eaton County CoC,2011,632.8,513.43,225,120,105,2011,2010
MI-523,Eaton County CoC,2012,642.38,524.07,239,134,105,2012,2010
MI-523,Eaton County CoC,2013,652.4,531.42,129,96,33,2013,2010
MI-523,Eaton County CoC,2014,653.07,533.66,126,111,15,2014,2010
MI-523,Eaton County CoC,2015,651.62,533.37,135,126,9,2015,2010
MI-523,Eaton County CoC,2016,667.66,550.95,120,111,9,2016,2010
MI-523,Eaton County CoC,2017,685.97,554.5,107,101,6,2017,2010
MI-523,Eaton County CoC,2018,696.98,558.23,122,117,5,2018,2010
MI-523,Eaton County CoC,2019,725.29,579.42,114,114,0,2019,2010
MI-523,Eaton County CoC,2020,741.76,603.26,111,110,1,2020,2020
MI-523,Eaton County CoC,2021,771.83,623.84,83,83,0,2021,2020
MI-523,Eaton County CoC,2022,865.08,683.77,68,68,0,2022,2020
MI-523,Eaton County CoC,2023,869.92,694.53,55,42,13,2023,2020
MI-523,Eaton County CoC,2024,908.83,720.17,55,50,5,2024,2020
MN-500,Minneapolis/Hennepin County CoC,2010,799.85,618.65,3056,2808,248,2010,2010
MN-500,Minneapolis/Hennepin County CoC,2011,824.02,633.42,3100,2931,169,2011,2010
MN-500,Minneapolis/Hennepin County CoC,2012,842.05,648.51,3285,3141,144,2012,2010
MN-500,Minneapolis/Hennepin County CoC,2013,862.96,662.26,3591,3427,164,2013,2010
MN-500,Minneapolis/Hennepin County CoC,2014,878.82,672.61,3731,3521,210,2014,2010
MN-500,Minneapolis/Hennepin County CoC,2015,896.34,679.43,3215,3092,123,2015,2010
MN-500,Minneapolis/Hennepin County CoC,2016,931.91,703.28,3056,2886,170,2016,2010
MN-500,Minneapolis/Hennepin County CoC,2017,976.53,732.04,3057,2759,298,2017,2010
MN-500,Minneapolis/Hennepin County CoC,2018,1025.98,765.08,3013,2609,404,2018,2010
MN-500,Minneapolis/Hennepin County CoC,2019,1070.32,802.71,3400,2797,603,2019,2010
MN-500,Minneapolis/Hennepin County CoC,2020,1112.1,829.69,3049,2407,642,2020,2020
MN-500,Minneapolis/Hennepin County CoC,2021,1178.57,884.74,2369,2369,0,2021,2020
MN-500,Minneapolis/Hennepin County CoC,2022,1297.33,968.64,2678,2191,487,2022,2020
MN-500,Minneapolis/Hennepin County CoC,2023,1346.48,1012.31,3312,2843,469,2023,2020
MN-500,Minneapolis/Hennepin County CoC,2024,1391.6,1042.78,3866,3370,496,2024,2020
MN-501,St. Paul/Ramsey County CoC,2010,726.45,575.62,1424,1328,96,2010,2010
MN-501,St. Paul/Ramsey County CoC,2011,746.82,584.61,1439,1322,117,2011,2010
MN-501,St. Paul/Ramsey County CoC,2012,752.25,594.11,1218,1107,111,2012,2010
MN-501,St. Paul/Ramsey County CoC,2013,771.42,605.48,1417,1346,71,2013,2010
MN-501,St. Paul/Ramsey County CoC,2014,784.87,614.43,1500,1432,68,2014,2010
MN-501,St. Paul/Ramsey County CoC,2015,793.77,625.12,1398,1314,84,2015,2010
MN-501,St. Paul/Ramsey County CoC,2016,828.64,646.11,1346,1210,136,2016,2010
MN-501,St. Paul/Ramsey County CoC,2017,878.27,673.05,1438,1272,166,2017,2010
MN-501,St. Paul/Ramsey County CoC,2018,906.52,705.34,1424,1295,129,2018,2010
MN-501,St. Paul/Ramsey County CoC,2019,943.61,740.02,1579,1262,317,2019,2010
MN-501,St. Paul/Ramsey County CoC,2020,996.43,774.52,1630,1292,338,2020,2020
MN-501,St. Paul/Ramsey County CoC,2021,1044.74,818.02,1872,1558,314,2021,2020
MN-501,St. Paul/Ramsey County CoC,2022,1142.12,903.94,1713,1413,300,2022,2020
MN-501,St. Paul/Ramsey County CoC,2023,1210.01,948.25,1680,1312,368,2023,2020
MN-501,St. Paul/Ramsey County CoC,2024,1238.44,965.38,1640,1230,410,2024,2020
MN-502,Rochester/Southeast Minnesota CoC,2010,556.07,388.06,419,406,13,2010,2010
MN-502,Rochester/Southeast Minnesota CoC,2011,573.92,393.75,361,356,5,2011,2010
MN-502,Rochester/Southeast Minnesota CoC,2012,586.3,405.48,379,359,20,2012,2010
MN-502,Rochester/Southeast Minnesota CoC,2013,596.89,415.9,452,425,27,2013,2010
MN-502,Rochester/Southeast Minnesota CoC,2014,610.41,423.63,482,458,24,2014,2010
MN-502,Rochester/Southeast Minnesota CoC,2015,615.91,428.99,451,429,22,2015,2010
MN-502,Rochester/Southeast Minnesota CoC,2016,641.23,442.96,423,409,14,2016,2010
MN-502,Rochester/Southeast Minnesota CoC,2017,668.97,458.92,552,495,57,2017,2010
MN-502,Rochester/Southeast Minnesota CoC,2018,687.17,478.27,497,431,66,2018,2010
MN-502,Rochester/Southeast Minnesota CoC,2019,711.09,497.97,452,394,58,2019,2010
MN-502,Rochester/Southeast Minnesota CoC,2020,744.44,521.19,459,393,66,2020,2020
MN-502,Rochester/Southeast Minnesota CoC,2021,786.11,552.66,419,419,0,2021,2020
MN-502,Rochester/Southeast Minnesota CoC,2022,859.73,590.64,485,397,88,2022,2020
MN-502,Rochester/Southeast Minnesota CoC,2023,894.86,617.87,496,414,82,2023,2020
MN-502,Rochester/Southeast Minnesota CoC,2024,945.75,648.26,608,487,121,2024,2020
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2010,849.31,657.54,924,749,175,2010,2010
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2011,871.6,668.5,696,618,78,2011,2010
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2012,891.05,677.78,853,667,186,2012,2010
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2013,908.05,691.18,745,635,110,2013,2010
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2014,919.67,706.37,735,637,98,2014,2010
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2015,931.33,716.62,608,428,180,2015,2010
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2016,962.92,742.69,618,411,207,2016,2010
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2017,998.26,768.85,544,434,110,2017,2010
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2018,1041.97,792.33,625,413,212,2018,2010
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2019,1090.58,825.42,686,450,236,2019,2010
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2020,1123.35,851.41,561,415,146,2020,2020
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2021,1196.45,903.73,610,610,0,2021,2020
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2022,1314.45,997.91,746,566,180,2022,2020
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2023,1382.76,1038.09,807,579,228,2023,2020
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2024,1431.52,1068.41,758,516,242,2024,2020
MN-504,Northeast Minnesota CoC,2010,474.24,312.41,208,89,119,2010,2010
MN-504,Northeast Minnesota CoC,2011,483.36,316.77,174,91,83,2011,2010
MN-504,Northeast Minnesota CoC,2012,504.91,334.26,178,80,98,2012,2010
MN-504,Northeast Minnesota CoC,2013,521.08,340.87,265,94,171,2013,2010
MN-504,Northeast Minnesota CoC,2014,522.87,341.46,200,66,134,2014,2010
MN-504,Northeast Minnesota CoC,2015,543.68,367.33,68,45,23,2015,2010
MN-504,Northeast Minnesota CoC,2016,553.92,373.98,77,60,17,2016,2010
MN-504,Northeast Minnesota CoC,2017,554.04,365.81,99,58,41,2017,2010
MN-504,Northeast Minnesota CoC,2018,576.55,378.88,90,47,43,2018,2010
MN-504,Northeast Minnesota CoC,2019,603.78,408.05,90,62,28,2019,2010
MN-504,Northeast Minnesota CoC,2020,645.52,420.68,143,82,61,2020,2020
MN-504,Northeast Minnesota CoC,2021,686.02,432.37,73,73,0,2021,2020
MN-504,Northeast Minnesota CoC,2022,766.07,486.56,113,57,56,2022,2020
MN-504,Northeast Minnesota CoC,2023,787.42,515.75,87,63,24,2023,2020
MN-504,Northeast Minnesota CoC,2024,804.62,522.79,113,62,51,2024,2020
MN-505,St. Cloud/Central Minnesota CoC,2010,600.18,440.72,541,433,108,2010,2010
MN-505,St. Cloud/Central Minnesota CoC,2011,624.78,453.41,599,402,197,2011,2010
MN-505,St. Cloud/Central Minnesota CoC,2012,643.95,467.64,547,407,140,2012,2010
MN-505,St. Cloud/Central Minnesota CoC,2013,660.07,482.33,657,460,197,2013,2010
MN-505,St. Cloud/Central Minnesota CoC,2014,667.36,493.12,607,500,107,2014,2010
MN-505,St. Cloud/Central Minnesota CoC,2015,675.59,501.97,696,491,205,2015,2010
MN-505,St. Cloud/Central Minnesota CoC,2016,689.57,508.19,669,502,167,2016,2010
MN-505,St. Cloud/Central Minnesota CoC,2017,699.52,514.11,862,633,229,2017,2010
MN-505,St. Cloud/Central Minnesota CoC,2018,721.66,526.48,584,479,105,2018,2010
MN-505,St. Cloud/Central Minnesota CoC,2019,741.19,543.38,679,466,213,2019,2010
MN-505,St. Cloud/Central Minnesota CoC,2020,774.07,551.6,864,466,398,2020,2020
MN-505,St. Cloud/Central Minnesota CoC,2021,814.83,587.63,536,536,0,2021,2020
MN-505,St. Cloud/Central Minnesota CoC,2022,890.02,628.45,916,550,366,2022,2020
MN-505,St. Cloud/Central Minnesota CoC,2023,930.98,659.47,801,561,240,2023,2020
MN-505,St. Cloud/Central Minnesota CoC,2024,943.58,661.76,881,542,339,2024,2020
MN-506,Northwest Minnesota CoC,2010,444.32,303.3,422,254,168,2010,2010
MN-506,Northwest Minnesota CoC,2011,464.97,316.4,252,215,37,2011,2010
MN-506,Northwest Minnesota CoC,2012,477.26,321.47,301,250,51,2012,2010
MN-506,Northwest Minnesota CoC,2013,484.77,330.38,253,249,4,2013,2010
MN-506,Northwest Minnesota CoC,2014,488.55,335.9,299,280,19,2014,2010
MN-506,Northwest Minnesota CoC,2015,497.82,336.31,254,239,15,2015,2010
MN-506,Northwest Minnesota CoC,2016,512.58,345.57,290,288,2,2016,2010
MN-506,Northwest Minnesota CoC,2017,529.71,352.42,288,285,3,2017,2010
MN-506,Northwest Minnesota CoC,2018,553.38,357.81,274,266,8,2018,2010
MN-506,Northwest Minnesota CoC,2019,577.22,374.63,268,260,8,2019,2010
MN-506,Northwest Minnesota CoC,2020,594.32,377.39,320,317,3,2020,2020
MN-506,Northwest Minnesota CoC,2021,616.64,412.43,249,249,0,2021,2020
MN-506,Northwest Minnesota CoC,2022,702.92,470.53,285,266,19,2022,2020
MN-506,Northwest Minnesota CoC,2023,744.34,493.71,336,327,9,2023,2020
MN-506,Northwest Minnesota CoC,2024,747.15,488.38,260,225,35,2024,2020
MN-508,Moorhead/West Central Minnesota CoC,2010,475.93,346.35,278,196,82,2010,2010
MN-508,Moorhead/West Central Minnesota CoC,2011,489.49,351.72,263,155,108,2011,2010
MN-508,Moorhead/West Central Minnesota CoC,2012,508.29,365.21,254,224,30,2012,2010
MN-508,Moorhead/West Central Minnesota CoC,2013,520.71,379.21,287,251,36,2013,2010
MN-508,Moorhead/West Central Minnesota CoC,2014,535.27,391.55,214,203,11,2014,2010
MN-508,Moorhead/West Central Minnesota CoC,2015,553.95,395.96,242,234,8,2015,2010
MN-508,Moorhead/West Central Minnesota CoC,2016,574.58,415.96,211,199,12,2016,2010
MN-508,Moorhead/West Central Minnesota CoC,2017,601.66,439.57,215,212,3,2017,2010
MN-508,Moorhead/West Central Minnesota CoC,2018,626.56,463.94,246,240,6,2018,2010
MN-508,Moorhead/West Central Minnesota CoC,2019,639.37,468.41,216,215,1,2019,2010
MN-508,Moorhead/West Central Minnesota CoC,2020,651.71,467.89,223,223,0,2020,2020
MN-508,Moorhead/West Central Minnesota CoC,2021,691.56,480.18,186,186,0,2021,2020
MN-508,Moorhead/West Central Minnesota CoC,2022,741.48,514.13,253,243,10,2022,2020
MN-508,Moorhead/West Central Minnesota CoC,2023,764.01,530.73,174,158,16,2023,2020
MN-508,Moorhead/West Central Minnesota CoC,2024,802.25,568.15,184,174,10,2024,2020
MN-509,Duluth/St. Louis County CoC,2010,578.39,367.71,524,406,118,2010,2010
MN-509,Duluth/St. Louis County CoC,2011,597.34,385.48,494,370,124,2011,2010
MN-509,Duluth/St. Louis County CoC,2012,605.62,391.62,568,386,182,2012,2010
MN-509,Duluth/St. Louis County CoC,2013,613.07,392.4,410,300,110,2013,2010
MN-509,Duluth/St. Louis County CoC,2014,621.16,395.84,429,305,124,2014,2010
MN-509,Duluth/St. Louis County CoC,2015,619.47,392.92,490,323,167,2015,2010
MN-509,Duluth/St. Louis County CoC,2016,625.55,394.22,528,370,158,2016,2010
MN-509,Duluth/St. Louis County CoC,2017,655.65,410.15,505,312,193,2017,2010
MN-509,Duluth/St. Louis County CoC,2018,679.92,429.8,425,277,148,2018,2010
MN-509,Duluth/St. Louis County CoC,2019,712.68,442.03,519,336,183,2019,2010
MN-509,Duluth/St. Louis County CoC,2020,735.44,461.49,612,328,284,2020,2020
MN-509,Duluth/St. Louis County CoC,2021,796.73,474.73,348,348,0,2021,2020
MN-509,Duluth/St. Louis County CoC,2022,869.17,523.26,555,321,234,2022,2020
MN-509,Duluth/St. Louis County CoC,2023,919.2,571.18,579,358,221,2023,2020
MN-509,Duluth/St. Louis County CoC,2024,994.37,612.47,736,360,376,2024,2020
MN-511,Southwest Minnesota CoC,2010,448.57,306.64,73,61,12,2010,2010
MN-511,Southwest Minnesota CoC,2011,459.8,323.96,117,107,10,2011,2010
MN-511,Southwest Minnesota CoC,2012,478.48,333.46,161,133,28,2012,2010
MN-511,Southwest Minnesota CoC,2013,493.09,342.39,137,112,25,2013,2010
MN-511,Southwest Minnesota CoC,2014,494.91,351.67,180,180,0,2014,2010
MN-511,Southwest Minnesota CoC,2015,500.26,353.76,124,110,14,2015,2010
MN-511,Southwest Minnesota CoC,2016,513.43,366.03,123,117,6,2016,2010
MN-511,Southwest Minnesota CoC,2017,525.64,377.41,108,100,8,2017,2010
MN-511,Southwest Minnesota CoC,2018,543.65,390.48,65,65,0,2018,2010
MN-511,Southwest Minnesota CoC,2019,561.38,407.16,88,82,6,2019,2010
MN-511,Southwest Minnesota CoC,2020,565.27,412.69,79,68,11,2020,2020
MN-511,Southwest Minnesota CoC,2021,595.65,430.49,113,113,0,2021,2020
MN-511,Southwest Minnesota CoC,2022,637.69,477.05,173,144,29,2022,2020
MN-511,Southwest Minnesota CoC,2023,668.86,501.81,121,102,19,2023,2020
MN-511,Southwest Minnesota CoC,2024,704.73,514.1,155,151,4,2024,2020
MO-500,St. Louis County CoC,2010,663.26,514.55,659,408,251,2010,2010
MO-500,St. Louis County CoC,2011,682.44,526.32,657,552,105,2011,2010
MO-500,St. Louis County CoC,2012,696.79,537.42,543,438,105,2012,2010
MO-500,St. Louis County CoC,2013,717.28,545.69,388,359,29,2013,2010
MO-500,St. Louis County CoC,2014,728.05,549.66,402,347,55,2014,2010
MO-500,St. Louis County CoC,2015,733.61,555.74,438,379,59,2015,2010
MO-500,St. Louis County CoC,2016,754.79,573.4,465,417,48,2016,2010
MO-500,St. Louis County CoC,2017,779.42,596.38,462,418,44,2017,2010
MO-500,St. Louis County CoC,2018,797.09,608.73,450,424,26,2018,2010
MO-500,St. Louis County CoC,2019,826.22,628.64,487,460,27,2019,2010
MO-500,St. Louis County CoC,2020,846.54,637.42,479,449,30,2020,2020
MO-500,St. Louis County CoC,2021,894.46,663.63,341,304,37,2021,2020
MO-500,St. Louis County CoC,2022,976.97,721.03,371,325,46,2022,2020
MO-500,St. Louis County CoC,2023,1035.16,753.92,446,320,126,2023,2020
MO-500,St. Louis County CoC,2024,1074.35,782.02,452,360,92,2024,2020
MO-501,St. Louis City CoC,2010,504.53,384.16,1305,1168,137,2010,2010
MO-501,St. Louis City CoC,2011,524.98,402.67,1344,1215,129,2011,2010
MO-501,St. Louis City CoC,2012,547.7,415.48,1506,1381,125,2012,2010
MO-501,St. Louis City CoC,2013,562.51,424.42,1423,1327,96,2013,2010
MO-501,St. Louis City CoC,2014,575.48,430.26,1354,1258,96,2014,2010
MO-501,St. Louis City CoC,2015,589.35,435.93,1312,1200,112,2015,2010
MO-501,St. Louis City CoC,2016,605.56,443.64,1248,1150,98,2016,2010
MO-501,St. Louis City CoC,2017,615.02,454.38,1336,1194,142,2017,2010
MO-501,St. Louis City CoC,2018,642.54,478.78,949,852,97,2018,2010
MO-501,St. Louis City CoC,2019,673.16,498.01,1031,978,53,2019,2010
MO-501,St. Louis City CoC,2020,694.44,517.49,1260,1062,198,2020,2020
MO-501,St. Louis City CoC,2021,725.46,536.03,997,838,159,2021,2020
MO-501,St. Louis City CoC,2022,797.69,575.97,1147,1048,99,2022,2020
MO-501,St. Louis City CoC,2023,834.81,598.1,1252,1146,106,2023,2020
MO-501,St. Louis City CoC,2024,864.8,614.95,1235,1081,154,2024,2020
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2010,670.8,510.27,1089,688,401,2010,2010
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2011,693.39,521.28,1003,626,377,2011,2010
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2012,716.09,534.73,1023,544,479,2012,2010
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2013,734.44,549.98,940,576,364,2013,2010
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2014,750.8,566.49,896,614,282,2014,2010
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2015,774.26,579.48,803,556,247,2015,2010
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2016,782.2,594.67,610,380,230,2016,2010
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2017,804.93,611.87,578,351,227,2017,2010
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2018,832.25,622.72,532,370,162,2018,2010
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2019,870.97,639.39,438,311,127,2019,2010
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2020,902.87,649.31,392,267,125,2020,2020
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2021,945.07,679.35,456,346,110,2021,2020
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2022,1031.84,737.62,425,323,102,2022,2020
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2023,1093.07,770.14,395,234,161,2023,2020
MO-503,"St. Charles, Lincoln, Warren Counties CoC",2024,1126.52,792.71,578,421,157,2024,2020
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2010,510.59,403.36,662,503,159,2010,2010
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2011,530.48,413.49,591,464,127,2011,2010
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2012,539.39,424.2,662,494,168,2012,2010
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2013,545.4,428.65,711,529,182,2013,2010
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2014,548.72,431.18,656,572,84,2014,2010
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2015,555.74,435.18,584,409,175,2015,2010
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2016,566.67,443.59,496,284,212,2016,2010
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2017,581.43,455.35,455,255,200,2017,2010
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2018,599.71,470.77,479,282,197,2018,2010
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2019,616.57,482.51,492,411,81,2019,2010
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2020,634.51,496.94,540,452,88,2020,2020
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2021,663.38,517.22,583,517,66,2021,2020
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2022,718.57,568.2,517,451,66,2022,2020
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2023,761.74,595.0,617,458,159,2023,2020
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2024,806.96,628.29,621,448,173,2024,2020
MO-602,"Joplin/Jasper, Newton Counties CoC",2010,437.71,335.64,393,319,74,2010,2010
MO-602,"Joplin/Jasper, Newton Counties CoC",2011,447.03,344.16,457,341,116,2011,2010
MO-602,"Joplin/Jasper, Newton Counties CoC",2012,460.9,355.31,1724,1666,58,2012,2010
MO-602,"Joplin/Jasper, Newton Counties CoC",2013,471.25,368.77,574,539,35,2013,2010
