coc_id,coc_name,year,median_contract_rent_2019_dollars,first_quartile_contract_rent_2019_dollars,pit_total,pit_sheltered,pit_unsheltered,acs5_vintage_used,tract_vintage_used,cpi_u_adjustment_factor
MD-514,Maryland Balance of State CoC,2016,1046.92,661.72,1536,982,554,2016,2010,1.06520643
MD-514,Maryland Balance of State CoC,2017,1051.61,661.36,1446,942,504,2017,2010,1.04298711
MD-514,Maryland Balance of State CoC,2018,1057.17,663.6,1420,919,501,2018,2010,1.01811977
MD-514,Maryland Balance of State CoC,2019,1074.49,671.37,1352,992,360,2019,2010,1.0
MD-600,Prince George's County CoC,2010,1244.34,1016.23,789,663,126,2010,2010,1.17243736
MD-600,Prince George's County CoC,2011,1256.99,1015.54,772,670,102,2011,2010,1.13656147
MD-600,Prince George's County CoC,2012,1275.04,1024.6,641,475,166,2012,2010,1.11351777
MD-600,Prince George's County CoC,2013,1285.87,1032.42,686,500,186,2013,2010,1.09744288
MD-600,Prince George's County CoC,2014,1297.83,1042.86,659,480,179,2014,2010,1.07992447
MD-600,Prince George's County CoC,2015,1318.94,1057.2,625,472,153,2015,2010,1.07864415
MD-600,Prince George's County CoC,2016,1336.84,1078.18,544,442,102,2016,2010,1.06520643
MD-600,Prince George's County CoC,2017,1352.76,1089.47,525,437,88,2017,2010,1.04298711
MD-600,Prince George's County CoC,2018,1369.26,1103.29,478,393,85,2018,2010,1.01811977
MD-600,Prince George's County CoC,2019,1390.21,1113.43,447,374,73,2019,2010,1.0
MD-601,Montgomery County CoC,2010,1568.78,1206.77,1064,883,181,2010,2010,1.17243736
MD-601,Montgomery County CoC,2011,1576.74,1216.11,1141,915,226,2011,2010,1.13656147
MD-601,Montgomery County CoC,2012,1589.75,1228.32,982,852,130,2012,2010,1.11351777
MD-601,Montgomery County CoC,2013,1603.48,1238.1,1004,861,143,2013,2010,1.09744288
MD-601,Montgomery County CoC,2014,1607.51,1246.33,891,796,95,2014,2010,1.07992447
MD-601,Montgomery County CoC,2015,1663.89,1261.67,1100,997,103,2015,2010,1.07864415
MD-601,Montgomery County CoC,2016,1658.97,1274.84,981,885,96,2016,2010,1.06520643
MD-601,Montgomery County CoC,2017,1661.59,1298.72,894,763,131,2017,2010,1.04298711
MD-601,Montgomery County CoC,2018,1664.21,1306.45,840,707,133,2018,2010,1.01811977
MD-601,Montgomery County CoC,2019,1672.63,1313.02,647,572,75,2019,2010,1.0
ME-500,Maine Statewide CoC,2010,730.04,488.84,2379,2351,28,2010,2010,1.17243736
ME-500,Maine Statewide CoC,2011,736.8,492.09,2447,2418,29,2011,2010,1.13656147
ME-500,Maine Statewide CoC,2012,741.34,508.24,2393,2360,33,2012,2010,1.11351777
ME-500,Maine Statewide CoC,2013,748.97,518.77,3016,2954,62,2013,2010,1.09744288
ME-500,Maine Statewide CoC,2014,743.21,517.26,2726,2633,93,2014,2010,1.07992447
ME-500,Maine Statewide CoC,2015,748.92,526.77,2372,2313,59,2015,2010,1.07864415
ME-500,Maine Statewide CoC,2016,754.01,527.2,2241,2121,120,2016,2010,1.06520643
ME-500,Maine Statewide CoC,2017,752.77,518.99,2280,2100,180,2017,2010,1.04298711
ME-500,Maine Statewide CoC,2018,757.92,515.54,2516,2418,98,2018,2010,1.01811977
ME-500,Maine Statewide CoC,2019,776.38,516.12,2106,2011,95,2019,2010,1.0
MI-500,Michigan Balance of State CoC,2010,572.49,420.34,3021,2094,927,2010,2010,1.17243736
MI-500,Michigan Balance of State CoC,2011,569.29,418.28,2601,2178,423,2011,2010,1.13656147
MI-500,Michigan Balance of State CoC,2012,569.86,419.34,2335,1912,423,2012,2010,1.11351777
MI-500,Michigan Balance of State CoC,2013,570.58,423.47,1880,1358,522,2013,2010,1.09744288
MI-500,Michigan Balance of State CoC,2014,571.13,426.59,2333,1811,522,2014,2010,1.07992447
MI-500,Michigan Balance of State CoC,2015,574.28,429.19,1824,1600,224,2015,2010,1.07864415
MI-500,Michigan Balance of State CoC,2016,576.55,430.88,1536,1312,224,2016,2010,1.06520643
MI-500,Michigan Balance of State CoC,2017,577.83,430.75,1549,1307,242,2017,2010,1.04298711
MI-500,Michigan Balance of State CoC,2018,575.67,427.45,1413,1213,200,2018,2010,1.01811977
MI-500,Michigan Balance of State CoC,2019,579.77,426.21,1298,1164,134,2019,2010,1.0
MI-501,Detroit CoC,2010,648.24,500.06,2812,2550,262,2010,2010,1.17243736
MI-501,Detroit CoC,2011,640.46,492.03,3138,2785,353,2011,2010,1.13656147
MI-501,Detroit CoC,2012,630.12,481.75,3115,2762,353,2012,2010,1.11351777
MI-501,Detroit CoC,2013,618.27,472.91,2789,2507,282,2013,2010,1.09744288
MI-501,Detroit CoC,2014,603.14,460.63,2755,2473,282,2014,2010,1.07992447
MI-501,Detroit CoC,2015,607.78,462.34,2597,2446,151,2015,2010,1.07864415
MI-501,Detroit CoC,2016,603.54,460.36,2335,2142,193,2016,2010,1.06520643
MI-501,Detroit CoC,2017,610.89,461.91,2078,1858,220,2017,2010,1.04298711
MI-501,Detroit CoC,2018,615.95,467.11,1769,1611,158,2018,2010,1.01811977
MI-501,Detroit CoC,2019,628.21,476.14,1965,1879,86,2019,2010,1.0
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",2010,782.27,608.28,458,452,6,2010,2010,1.17243736
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",2011,769.78,593.65,482,463,19,2011,2010,1.13656147
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",2012,768.59,593.1,476,457,19,2012,2010,1.11351777
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",2013,764.78,589.93,380,358,22,2013,2010,1.09744288
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",2014,766.49,590.05,456,434,22,2014,2010,1.07992447
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",2015,771.59,595.22,333,322,11,2015,2010,1.07864415
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",2016,780.43,601.87,277,266,11,2016,2010,1.06520643
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",2017,779.6,606.11,226,212,14,2017,2010,1.04298711
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",2018,781.0,612.57,211,198,13,2018,2010,1.01811977
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",2019,785.39,616.75,222,205,17,2019,2010,1.0
MI-503,"St. Clair Shores, Warren/Macomb County CoC",2010,760.21,614.87,896,311,585,2010,2010,1.17243736
MI-503,"St. Clair Shores, Warren/Macomb County CoC",2011,758.88,606.37,656,350,306,2011,2010,1.13656147
MI-503,"St. Clair Shores, Warren/Macomb County CoC",2012,757.39,606.0,607,301,306,2012,2010,1.11351777
MI-503,"St. Clair Shores, Warren/Macomb County CoC",2013,766.42,605.05,504,305,199,2013,2010,1.09744288
MI-503,"St. Clair Shores, Warren/Macomb County CoC",2014,772.14,613.21,343,301,42,2014,2010,1.07992447
MI-503,"St. Clair Shores, Warren/Macomb County CoC",2015,783.52,623.34,450,381,69,2015,2010,1.07864415
MI-503,"St. Clair Shores, Warren/Macomb County CoC",2016,795.44,640.01,403,354,49,2016,2010,1.06520643
MI-503,"St. Clair Shores, Warren/Macomb County CoC",2017,807.24,641.44,354,290,64,2017,2010,1.04298711
MI-503,"St. Clair Shores, Warren/Macomb County CoC",2018,819.79,650.92,270,242,28,2018,2010,1.01811977
MI-503,"St. Clair Shores, Warren/Macomb County CoC",2019,828.93,661.66,265,245,20,2019,2010,1.0
MI-504,"Pontiac, Royal Oak/Oakland County CoC",2010,920.63,695.7,731,451,280,2010,2010,1.17243736
MI-504,"Pontiac, Royal Oak/Oakland County CoC",2011,906.57,688.09,713,476,237,2011,2010,1.13656147
MI-504,"Pontiac, Royal Oak/Oakland County CoC",2012,898.6,676.6,743,506,237,2012,2010,1.11351777
MI-504,"Pontiac, Royal Oak/Oakland County CoC",2013,890.87,671.78,698,610,88,2013,2010,1.09744288
MI-504,"Pontiac, Royal Oak/Oakland County CoC",2014,886.91,668.83,457,382,75,2014,2010,1.07992447
MI-504,"Pontiac, Royal Oak/Oakland County CoC",2015,900.78,676.07,485,389,96,2015,2010,1.07864415
MI-504,"Pontiac, Royal Oak/Oakland County CoC",2016,914.27,687.43,438,362,76,2016,2010,1.06520643
MI-504,"Pontiac, Royal Oak/Oakland County CoC",2017,941.36,702.65,412,365,47,2017,2010,1.04298711
MI-504,"Pontiac, Royal Oak/Oakland County CoC",2018,960.26,711.1,427,356,71,2018,2010,1.01811977
MI-504,"Pontiac, Royal Oak/Oakland County CoC",2019,984.95,728.86,425,382,43,2019,2010,1.0
MI-505,Flint/Genesee County CoC,2010,600.48,484.84,277,199,78,2010,2010,1.17243736
MI-505,Flint/Genesee County CoC,2011,596.79,474.06,490,329,161,2011,2010,1.13656147
MI-505,Flint/Genesee County CoC,2012,591.78,469.9,435,289,146,2012,2010,1.11351777
MI-505,Flint/Genesee County CoC,2013,590.28,464.42,387,270,117,2013,2010,1.09744288
MI-505,Flint/Genesee County CoC,2014,591.1,461.07,635,288,347,2014,2010,1.07992447
MI-505,Flint/Genesee County CoC,2015,590.45,460.86,488,308,180,2015,2010,1.07864415
MI-505,Flint/Genesee County CoC,2016,592.87,467.12,377,290,87,2016,2010,1.06520643
MI-505,Flint/Genesee County CoC,2017,592.55,466.12,420,295,125,2017,2010,1.04298711
MI-505,Flint/Genesee County CoC,2018,591.21,469.38,438,338,100,2018,2010,1.01811977
MI-505,Flint/Genesee County CoC,2019,597.87,468.72,450,402,48,2019,2010,1.0
MI-506,"Grand Rapids, Wyoming/Kent County CoC",2010,725.48,589.55,585,575,10,2010,2010,1.17243736
MI-506,"Grand Rapids, Wyoming/Kent County CoC",2011,715.44,580.37,627,611,16,2011,2010,1.13656147
MI-506,"Grand Rapids, Wyoming/Kent County CoC",2012,714.12,578.86,712,682,30,2012,2010,1.11351777
MI-506,"Grand Rapids, Wyoming/Kent County CoC",2013,713.47,574.74,732,688,44,2013,2010,1.09744288
MI-506,"Grand Rapids, Wyoming/Kent County CoC",2014,715.26,573.71,793,760,33,2014,2010,1.07992447
MI-506,"Grand Rapids, Wyoming/Kent County CoC",2015,722.91,581.8,912,886,26,2015,2010,1.07864415
MI-506,"Grand Rapids, Wyoming/Kent County CoC",2016,735.21,592.85,800,759,41,2016,2010,1.06520643
MI-506,"Grand Rapids, Wyoming/Kent County CoC",2017,757.89,609.14,912,851,61,2017,2010,1.04298711
MI-506,"Grand Rapids, Wyoming/Kent County CoC",2018,776.37,623.36,723,675,48,2018,2010,1.01811977
MI-506,"Grand Rapids, Wyoming/Kent County CoC",2019,804.31,634.36,759,743,16,2019,2010,1.0
MI-507,"Portage, Kalamazoo City & County CoC",2010,679.18,544.69,679,637,42,2010,2010,1.17243736
MI-507,"Portage, Kalamazoo City & County CoC",2011,686.97,549.72,822,768,54,2011,2010,1.13656147
MI-507,"Portage, Kalamazoo City & County CoC",2012,674.96,542.57,729,708,21,2012,2010,1.11351777
MI-507,"Portage, Kalamazoo City & County CoC",2013,676.5,539.65,642,611,31,2013,2010,1.09744288
MI-507,"Portage, Kalamazoo City & County CoC",2014,676.3,539.2,681,671,10,2014,2010,1.07992447
MI-507,"Portage, Kalamazoo City & County CoC",2015,680.23,537.6,568,560,8,2015,2010,1.07864415
MI-507,"Portage, Kalamazoo City & County CoC",2016,689.87,539.07,374,366,8,2016,2010,1.06520643
MI-507,"Portage, Kalamazoo City & County CoC",2017,690.77,544.2,479,451,28,2017,2010,1.04298711
MI-507,"Portage, Kalamazoo City & County CoC",2018,693.81,553.02,567,514,53,2018,2010,1.01811977
MI-507,"Portage, Kalamazoo City & County CoC",2019,705.3,554.01,702,529,173,2019,2010,1.0
MI-508,"Lansing, East Lansing/Ingham County CoC",2010,766.23,600.5,535,392,143,2010,2010,1.17243736
MI-508,"Lansing, East Lansing/Ingham County CoC",2011,756.43,591.58,444,374,70,2011,2010,1.13656147
MI-508,"Lansing, East Lansing/Ingham County CoC",2012,747.89,584.15,470,400,70,2012,2010,1.11351777
MI-508,"Lansing, East Lansing/Ingham County CoC",2013,751.0,582.82,423,357,66,2013,2010,1.09744288
MI-508,"Lansing, East Lansing/Ingham County CoC",2014,741.4,578.93,429,414,15,2014,2010,1.07992447
MI-508,"Lansing, East Lansing/Ingham County CoC",2015,734.84,578.8,418,365,53,2015,2010,1.07864415
MI-508,"Lansing, East Lansing/Ingham County CoC",2016,749.7,589.16,471,355,116,2016,2010,1.06520643
MI-508,"Lansing, East Lansing/Ingham County CoC",2017,752.68,592.81,435,390,45,2017,2010,1.04298711
MI-508,"Lansing, East Lansing/Ingham County CoC",2018,751.33,596.01,419,380,39,2018,2010,1.01811977
MI-508,"Lansing, East Lansing/Ingham County CoC",2019,754.98,602.62,476,466,10,2019,2010,1.0
MI-509,Washtenaw County CoC,2010,934.28,714.27,474,439,35,2010,2010,1.17243736
MI-509,Washtenaw County CoC,2011,924.48,693.88,469,426,43,2011,2010,1.13656147
MI-509,Washtenaw County CoC,2012,922.32,686.49,381,338,43,2012,2010,1.11351777
MI-509,Washtenaw County CoC,2013,913.69,686.22,510,344,166,2013,2010,1.09744288
MI-509,Washtenaw County CoC,2014,931.32,694.66,545,379,166,2014,2010,1.07992447
MI-509,Washtenaw County CoC,2015,956.93,700.35,372,292,80,2015,2010,1.07864415
MI-509,Washtenaw County CoC,2016,979.95,713.35,342,301,41,2016,2010,1.06520643
MI-509,Washtenaw County CoC,2017,990.87,731.37,302,262,40,2017,2010,1.04298711
MI-509,Washtenaw County CoC,2018,1021.48,747.97,282,255,27,2018,2010,1.01811977
MI-509,Washtenaw County CoC,2019,1043.07,763.44,273,261,12,2019,2010,1.0
MI-510,Saginaw City & County CoC,2010,594.3,458.32,305,278,27,2010,2010,1.17243736
MI-510,Saginaw City & County CoC,2011,599.14,464.35,390,313,77,2011,2010,1.13656147
MI-510,Saginaw City & County CoC,2012,594.59,455.26,402,325,77,2012,2010,1.11351777
MI-510,Saginaw City & County CoC,2013,591.03,448.26,350,343,7,2013,2010,1.09744288
MI-510,Saginaw City & County CoC,2014,585.62,443.84,325,313,12,2014,2010,1.07992447
MI-510,Saginaw City & County CoC,2015,588.1,443.85,308,289,19,2015,2010,1.07864415
MI-510,Saginaw City & County CoC,2016,586.4,445.14,343,326,17,2016,2010,1.06520643
MI-510,Saginaw City & County CoC,2017,598.63,450.38,388,373,15,2017,2010,1.04298711
MI-510,Saginaw City & County CoC,2018,604.01,450.06,357,345,12,2018,2010,1.01811977
MI-510,Saginaw City & County CoC,2019,601.8,450.85,364,352,12,2019,2010,1.0
MI-511,Lenawee County CoC,2010,642.13,509.89,120,115,5,2010,2010,1.17243736
MI-511,Lenawee County CoC,2011,637.88,509.69,166,152,14,2011,2010,1.13656147
MI-511,Lenawee County CoC,2012,630.95,504.6,118,96,22,2012,2010,1.11351777
MI-511,Lenawee County CoC,2013,633.95,506.09,124,111,13,2013,2010,1.09744288
MI-511,Lenawee County CoC,2014,624.47,499.39,138,118,20,2014,2010,1.07992447
MI-511,Lenawee County CoC,2015,629.03,507.89,128,110,18,2015,2010,1.07864415
MI-511,Lenawee County CoC,2016,638.56,505.55,137,119,18,2016,2010,1.06520643
MI-511,Lenawee County CoC,2017,626.11,489.47,128,128,0,2017,2010,1.04298711
MI-511,Lenawee County CoC,2018,622.44,491.57,117,117,0,2018,2010,1.01811977
MI-511,Lenawee County CoC,2019,618.86,486.09,123,120,3,2019,2010,1.0
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",2010,731.09,534.78,296,285,11,2010,2010,1.17243736
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",2011,743.31,537.51,234,213,21,2011,2010,1.13656147
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",2012,725.9,537.8,316,268,48,2012,2010,1.11351777
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",2013,727.4,535.21,328,289,39,2013,2010,1.09744288
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",2014,724.9,544.88,396,341,55,2014,2010,1.07992447
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",2015,733.35,540.53,302,265,37,2015,2010,1.07864415
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",2016,731.42,534.88,243,233,10,2016,2010,1.06520643
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",2017,747.87,536.93,228,188,40,2017,2010,1.04298711
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",2018,745.71,532.3,235,212,23,2018,2010,1.01811977
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",2019,753.96,527.93,168,164,4,2019,2010,1.0
MI-514,Battle Creek/Calhoun County CoC,2010,600.73,489.42,186,133,53,2010,2010,1.17243736
MI-514,Battle Creek/Calhoun County CoC,2011,590.52,480.34,192,136,56,2011,2010,1.13656147
MI-514,Battle Creek/Calhoun County CoC,2012,591.97,483.92,216,160,56,2012,2010,1.11351777
MI-514,Battle Creek/Calhoun County CoC,2013,594.53,488.65,236,172,64,2013,2010,1.09744288
MI-514,Battle Creek/Calhoun County CoC,2014,594.77,483.53,284,230,54,2014,2010,1.07992447
MI-514,Battle Creek/Calhoun County CoC,2015,600.79,490.82,285,226,59,2015,2010,1.07864415
MI-514,Battle Creek/Calhoun County CoC,2016,610.22,499.68,246,209,37,2016,2010,1.06520643
MI-514,Battle Creek/Calhoun County CoC,2017,610.28,496.52,204,175,29,2017,2010,1.04298711
MI-514,Battle Creek/Calhoun County CoC,2018,617.11,496.9,236,195,41,2018,2010,1.01811977
MI-514,Battle Creek/Calhoun County CoC,2019,630.71,506.59,241,203,38,2019,2010,1.0
MI-515,Monroe City & County CoC,2010,706.3,545.07,140,136,4,2010,2010,1.17243736
MI-515,Monroe City & County CoC,2011,687.19,533.56,121,117,4,2011,2010,1.13656147
MI-515,Monroe City & County CoC,2012,687.74,527.65,113,109,4,2012,2010,1.11351777
MI-515,Monroe City & County CoC,2013,686.82,525.07,139,136,3,2013,2010,1.09744288
MI-515,Monroe City & County CoC,2014,695.35,534.45,185,182,3,2014,2010,1.07992447
MI-515,Monroe City & County CoC,2015,703.98,541.84,185,181,4,2015,2010,1.07864415
MI-515,Monroe City & County CoC,2016,697.28,522.48,176,173,3,2016,2010,1.06520643
MI-515,Monroe City & County CoC,2017,692.21,522.9,193,190,3,2017,2010,1.04298711
MI-515,Monroe City & County CoC,2018,701.95,522.37,209,199,10,2018,2010,1.01811977
MI-515,Monroe City & County CoC,2019,708.48,510.87,167,167,0,2019,2010,1.0
MI-516,"Norton Shores, Muskegon City & County CoC",2010,581.17,445.3,646,325,321,2010,2010,1.17243736
MI-516,"Norton Shores, Muskegon City & County CoC",2011,580.53,454.41,691,459,232,2011,2010,1.13656147
MI-516,"Norton Shores, Muskegon City & County CoC",2012,574.45,442.88,457,225,232,2012,2010,1.11351777
MI-516,"Norton Shores, Muskegon City & County CoC",2013,570.56,447.67,644,236,408,2013,2010,1.09744288
MI-516,"Norton Shores, Muskegon City & County CoC",2014,572.15,444.1,584,176,408,2014,2010,1.07992447
MI-516,"Norton Shores, Muskegon City & County CoC",2015,579.51,444.77,179,166,13,2015,2010,1.07864415
MI-516,"Norton Shores, Muskegon City & County CoC",2016,586.69,450.33,191,184,7,2016,2010,1.06520643
MI-516,"Norton Shores, Muskegon City & County CoC",2017,586.37,455.95,135,125,10,2017,2010,1.04298711
MI-516,"Norton Shores, Muskegon City & County CoC",2018,600.0,461.07,159,125,34,2018,2010,1.01811977
MI-516,"Norton Shores, Muskegon City & County CoC",2019,605.46,470.84,136,120,16,2019,2010,1.0
MI-517,Jackson City & County CoC,2010,648.39,479.09,323,304,19,2010,2010,1.17243736
MI-517,Jackson City & County CoC,2011,659.65,498.45,246,190,56,2011,2010,1.13656147
MI-517,Jackson City & County CoC,2012,650.25,503.17,256,200,56,2012,2010,1.11351777
MI-517,Jackson City & County CoC,2013,642.07,508.46,187,154,33,2013,2010,1.09744288
MI-517,Jackson City & County CoC,2014,638.25,502.67,240,207,33,2014,2010,1.07992447
MI-517,Jackson City & County CoC,2015,641.12,507.59,159,152,7,2015,2010,1.07864415
MI-517,Jackson City & County CoC,2016,632.69,492.91,169,162,7,2016,2010,1.06520643
MI-517,Jackson City & County CoC,2017,630.93,483.01,140,126,14,2017,2010,1.04298711
MI-517,Jackson City & County CoC,2018,624.62,489.6,81,72,9,2018,2010,1.01811977
MI-517,Jackson City & County CoC,2019,644.7,509.22,113,100,13,2019,2010,1.0
MI-518,Livingston County CoC,2010,869.83,709.81,121,108,13,2010,2010,1.17243736
MI-518,Livingston County CoC,2011,879.33,698.0,135,64,71,2011,2010,1.13656147
MI-518,Livingston County CoC,2012,863.7,684.89,150,79,71,2012,2010,1.11351777
MI-518,Livingston County CoC,2013,858.13,674.49,127,97,30,2013,2010,1.09744288
MI-518,Livingston County CoC,2014,843.45,673.14,135,105,30,2014,2010,1.07992447
MI-518,Livingston County CoC,2015,865.34,670.74,103,101,2,2015,2010,1.07864415
MI-518,Livingston County CoC,2016,862.89,666.22,77,75,2,2016,2010,1.06520643
MI-518,Livingston County CoC,2017,896.01,671.18,103,91,12,2017,2010,1.04298711
MI-518,Livingston County CoC,2018,894.31,688.67,90,78,12,2018,2010,1.01811977
MI-518,Livingston County CoC,2019,929.02,700.56,89,89,0,2019,2010,1.0
MI-519,Holland/Ottawa County CoC,2010,736.65,614.65,306,304,2,2010,2010,1.17243736
MI-519,Holland/Ottawa County CoC,2011,737.09,612.54,343,340,3,2011,2010,1.13656147
MI-519,Holland/Ottawa County CoC,2012,728.47,601.85,322,319,3,2012,2010,1.11351777
MI-519,Holland/Ottawa County CoC,2013,733.97,604.28,318,297,21,2013,2010,1.09744288
MI-519,Holland/Ottawa County CoC,2014,733.71,607.54,387,379,8,2014,2010,1.07992447
MI-519,Holland/Ottawa County CoC,2015,740.77,613.05,285,279,6,2015,2010,1.07864415
MI-519,Holland/Ottawa County CoC,2016,757.13,617.82,261,257,4,2016,2010,1.06520643
MI-519,Holland/Ottawa County CoC,2017,769.1,632.86,258,250,8,2017,2010,1.04298711
MI-519,Holland/Ottawa County CoC,2018,764.65,627.44,226,210,16,2018,2010,1.01811977
MI-519,Holland/Ottawa County CoC,2019,785.95,644.82,225,208,17,2019,2010,1.0
MI-523,Eaton County CoC,2010,729.7,582.9,147,131,16,2010,2010,1.17243736
MI-523,Eaton County CoC,2011,719.22,583.54,225,120,105,2011,2010,1.13656147
MI-523,Eaton County CoC,2012,715.3,583.56,239,134,105,2012,2010,1.11351777
MI-523,Eaton County CoC,2013,715.97,583.2,129,96,33,2013,2010,1.09744288
MI-523,Eaton County CoC,2014,705.27,576.31,126,111,15,2014,2010,1.07992447
MI-523,Eaton County CoC,2015,702.87,575.32,135,126,9,2015,2010,1.07864415
MI-523,Eaton County CoC,2016,711.2,586.88,120,111,9,2016,2010,1.06520643
MI-523,Eaton County CoC,2017,715.46,578.34,107,101,6,2017,2010,1.04298711
MI-523,Eaton County CoC,2018,709.61,568.34,122,117,5,2018,2010,1.01811977
MI-523,Eaton County CoC,2019,725.29,579.42,114,114,0,2019,2010,1.0
MN-500,Minneapolis/Hennepin County CoC,2010,937.77,725.33,3056,2808,248,2010,2010,1.17243736
MN-500,Minneapolis/Hennepin County CoC,2011,936.55,719.92,3100,2931,169,2011,2010,1.13656147
MN-500,Minneapolis/Hennepin County CoC,2012,937.64,722.13,3285,3141,144,2012,2010,1.11351777
MN-500,Minneapolis/Hennepin County CoC,2013,947.05,726.79,3591,3427,164,2013,2010,1.09744288
MN-500,Minneapolis/Hennepin County CoC,2014,949.06,726.37,3731,3521,210,2014,2010,1.07992447
MN-500,Minneapolis/Hennepin County CoC,2015,966.83,732.86,3215,3092,123,2015,2010,1.07864415
MN-500,Minneapolis/Hennepin County CoC,2016,992.68,749.14,3056,2886,170,2016,2010,1.06520643
MN-500,Minneapolis/Hennepin County CoC,2017,1018.51,763.51,3057,2759,298,2017,2010,1.04298711
MN-500,Minneapolis/Hennepin County CoC,2018,1044.57,778.94,3013,2609,404,2018,2010,1.01811977
MN-500,Minneapolis/Hennepin County CoC,2019,1070.32,802.71,3400,2797,603,2019,2010,1.0
MN-501,St. Paul/Ramsey County CoC,2010,851.72,674.88,1424,1328,96,2010,2010,1.17243736
MN-501,St. Paul/Ramsey County CoC,2011,848.81,664.45,1439,1322,117,2011,2010,1.13656147
MN-501,St. Paul/Ramsey County CoC,2012,837.64,661.55,1218,1107,111,2012,2010,1.11351777
MN-501,St. Paul/Ramsey County CoC,2013,846.59,664.48,1417,1346,71,2013,2010,1.09744288
MN-501,St. Paul/Ramsey County CoC,2014,847.6,663.54,1500,1432,68,2014,2010,1.07992447
MN-501,St. Paul/Ramsey County CoC,2015,856.2,674.28,1398,1314,84,2015,2010,1.07864415
MN-501,St. Paul/Ramsey County CoC,2016,882.67,688.24,1346,1210,136,2016,2010,1.06520643
MN-501,St. Paul/Ramsey County CoC,2017,916.02,701.98,1438,1272,166,2017,2010,1.04298711
MN-501,St. Paul/Ramsey County CoC,2018,922.95,718.12,1424,1295,129,2018,2010,1.01811977
MN-501,St. Paul/Ramsey County CoC,2019,943.61,740.02,1579,1262,317,2019,2010,1.0
MN-502,Rochester/Southeast Minnesota CoC,2010,651.96,454.98,419,406,13,2010,2010,1.17243736
MN-502,Rochester/Southeast Minnesota CoC,2011,652.3,447.52,361,356,5,2011,2010,1.13656147
MN-502,Rochester/Southeast Minnesota CoC,2012,652.86,451.51,379,359,20,2012,2010,1.11351777
MN-502,Rochester/Southeast Minnesota CoC,2013,655.05,456.43,452,425,27,2013,2010,1.09744288
MN-502,Rochester/Southeast Minnesota CoC,2014,659.2,457.49,482,458,24,2014,2010,1.07992447
MN-502,Rochester/Southeast Minnesota CoC,2015,664.35,462.73,451,429,22,2015,2010,1.07864415
MN-502,Rochester/Southeast Minnesota CoC,2016,683.04,471.84,423,409,14,2016,2010,1.06520643
MN-502,Rochester/Southeast Minnesota CoC,2017,697.73,478.65,552,495,57,2017,2010,1.04298711
MN-502,Rochester/Southeast Minnesota CoC,2018,699.62,486.94,497,431,66,2018,2010,1.01811977
MN-502,Rochester/Southeast Minnesota CoC,2019,711.09,497.97,452,394,58,2019,2010,1.0
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2010,995.76,770.92,924,749,175,2010,2010,1.17243736
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2011,990.63,759.79,696,618,78,2011,2010,1.13656147
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2012,992.2,754.72,853,667,186,2012,2010,1.11351777
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2013,996.53,758.53,745,635,110,2013,2010,1.09744288
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2014,993.17,762.83,735,637,98,2014,2010,1.07992447
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2015,1004.57,772.98,608,428,180,2015,2010,1.07864415
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2016,1025.71,791.12,618,411,207,2016,2010,1.06520643
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2017,1041.17,801.9,544,434,110,2017,2010,1.04298711
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2018,1060.85,806.69,625,413,212,2018,2010,1.01811977
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",2019,1090.58,825.42,686,450,236,2019,2010,1.0
MN-504,Northeast Minnesota CoC,2010,556.02,366.28,208,89,119,2010,2010,1.17243736
MN-504,Northeast Minnesota CoC,2011,549.37,360.03,174,91,83,2011,2010,1.13656147
